name,address,location,cuisines,rating,votes,average_cost_two,budget_tier,online_order,book_table,rest_type,is_pure_vegetarian,serves_alcohol,is_family_friendly,is_spicy_food,is_quick_service,reviews_sample
Burger King,"12, Ajmera Avenue, Neeladri Road, Electronic City, Bangalore",Electronic City,"Burger, Fast Food, Beverages",3.8,560,600.0,medium,Yes,No,Quick Bites,False,False,True,True,True,"[('Rated 4.0', 'RATED\n  Burger King is always my go to place for burgers.\nI have gone here and have ordered from here multiple times.\nIf you want constant taste and not in a mood to experiment much, just have a burger here.\nYummylicious.'), ('Rated 4.0', 'RATED\n  one of the good place to just sit , chit-chat and have burger near electronic City,pricing is decent,staff is good apart from this we can even book some part of area in burger king for celebrations (ex:Kids Birthday party), overall decent place to hangout if your lazy to go outside electronic City!\nAmbience:4/5\nService:4/5\nEat"
Polar Bear,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,"Desserts, Ice Cream",0.0,0,300.0,low,Yes,No,"Takeaway, Delivery",False,False,False,False,True,"[('Rated 1.0', 'RATED\n  Worst ice-cream , very poor quality and poor quantity...Never place order online is not recommended from such vendor ... as the cheet by sending less and poor quality..'), ('Rated 5.0', 'RATED\n  Great one'), ('Rated 2.0', 'RATED\n  ordered gud bud ... got 3 scoops of ice cream with 3-4 pineapple pieces and some nuts ... was not expecting this from reputed chain like polar bear'), ('Rated 3.0', 'RATED\n  no spoons provided'), ('Rated 5.0', 'RATED\n  Chocozilla for all the chocolate lovers With lots of crispy Choclate and chocolate waffers gems . Itz an all chocolate lo"
Godavari Delights,"2039, Shanthipura Road, Doddanagamangala, Phase 2, Electronic City, Bangalore",Electronic City,"Andhra, Biryani",3.5,146,700.0,medium,Yes,No,Casual Dining,True,True,True,True,True,"[('Rated 1.0', 'RATED\n  90 percent of egg biryani mixed with masala paste and very oily.  Added too much masala. Had only little and thrown away. Waste of money 200 RS.'), ('Rated 1.0', 'RATED\n  we have ordered something and got something'), ('Rated 2.0', 'RATED\n  Prawns Biryani not good. It has another outlet in phase 1. Better to order from that. Waited for 45 minutes, but felt so bad for the quality of the food.'), ('Rated 1.0', ""RATED\n  Well I got rotten chicken from them and the customer service is acting s**t, keep saying we'll get back to you soon, that's all no more words from them"
Dine Garden Family Restaurant,"157, Hosur Road, Konappana Agrahara, Near Venkateshwara Theatre, Electronic City, Bangalore",Electronic City,"Biryani, South Indian, North Indian, Chinese",3.5,60,400.0,medium,Yes,Yes,Quick Bites,False,False,False,False,True,[]
Insomniac's Delight,"Electronic City, Bangalore",Electronic City,"Fast Food, North Indian",4.0,231,300.0,low,Yes,No,Delivery,False,False,False,True,True,"[('Rated 4.0', ""RATED\n  Been living in a hostel really allows you to test food delivery restaurant because you're just bored of that routine food. I also tried insomniac's delight on one of such night when my midnight cravings were at high and there was no other restaurant open but this. Took my chance and ordered a mini thali. Must say that I was impressed, food was simply tasty and was like almost home cooked food. Definitely one should try ordering for meals.""), ('Rated 3.0', 'RATED\n  bad experience .no Salt in dal food quality also bad the shake which I order got something else not able "
Lassi Corner,"Narayana Reddy Building, Ground Floor, Near Infosys Gate 6, Phase 1, Electronic City, Bangalore",Electronic City,"Beverages, Desserts",3.5,154,300.0,low,Yes,No,Beverage Shop,False,False,False,False,False,"[('Rated 4.0', 'RATED\n  Lassi Corner- Sep 8, 2018- Today I ordered for the first time from this place. I love Zomato for offerring fresh food at 3 AM in the morning. I ordered just bread omelette sandwich jumbo and along with delivery charges, packaging charges, it costed me Rs. 77. It is a little expensive if you consider the price in other places, however, since they are delivering at such odd hours, I will give them that benefit.\n\nThe taste of the sandwich was good and it truly was jumbo in size. So on the whole, I will rate this order 3.5')]"
Paradise,"47/11, Doddathogur Village, Opposite Velankani Tech Park Gate 4, Electronic City, Bangalore",Electronic City,"Biryani, North Indian, Kebab",4.0,2043,800.0,medium,Yes,No,Casual Dining,False,False,True,True,False,"[('Rated 3.0', ""RATED\n  Average-good kind of place, they're famous for their Biryanis which I personally is a bit overrated. If you like your biryani spicy, I would recommend you to mention it separately to make the it spicy while ordering otherwise you're just going to find it bland.""), ('Rated 3.0', 'RATED\n  A good palce to have biryani.... Biryani was tasty and starter was good too....but the amount of starter was really less....For a full plate of starters we got just 6 pieces of chicken.. So after complaining them about this they gave another 3-4 pieces....so overall it was good....'), "
Biryani Darbar,"2309, Shanthipura Road, Phase 2, Electronic City, Bangalore",Electronic City,"Biryani, Mughlai, North Indian",3.6,539,800.0,medium,Yes,No,Casual Dining,False,True,True,True,False,"[('Rated 3.0', 'RATED\n  This place serves biryani with very good quantity compared to the price you will get at discount from online food delivery services. However, I found their biryani to be very dry and not flavorful. If you are a fan of spicy stuff and can be happy with less flavor with good quantity, you can give it a try.'), ('Rated 1.0', 'RATED\n  Worst delivery ever ??? I had ordered paneer Manchurian ,...paneer was stale...not at all good with taste....worthless spending 142 rupees. What the hell with the service they are providing....worthless place to waste money....')]"
Sri Pillaiyar Bhavan,"Keertha Apartment, Near XIMS College, Phase 2, Electronic City, Bangalore",Electronic City,Chettinad,4.0,117,300.0,low,Yes,No,Quick Bites,False,True,False,True,True,"[('Rated 5.0', 'RATED\n  What else I could ask for when i have authentic South Indian restaurant and surrounded by the people of my mother tongue! Lost by the insipid taste of roti,chapathi, such kinda place seems like a divine den for me. IÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92m just savouring all the items over there as much as i could have at once. No one can beat your dosas and chutneys..'), ('Rated 4.0', 'RATED\n  ?? I am a lover of Chettinad recipes due to the perfect balance of flavours. Recently search for a good breakfast restaurant at E-city phase 1 led me here.\n\n?? Order"
Parathe Wali Gali,"Near Infosys Gate 6, Electronic City, Bangalore",Electronic City,"North Indian, Chinese",3.6,332,250.0,low,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 3.0', 'RATED\n  Delicious Punjabi style food available in pocket friendly price. Place is quite congested which can be ignored considering the yummy taste of food.'), ('Rated 3.0', 'RATED\n  Ambience - 2.5/5    Food - 3.5/5  Service - 3.5/5  VFM - 3.5/5  Parking - None\n\nParathewali Gali is a small eatery serving parathas and more, near Infosys Gate 6. The USP of the place has been its hot parathas and it serves freshly made. Its a hit amongst college students and employees of the IT park alike.\nWe ordered  alu and  gobi paratha as takeway. The parathas were hot and packed well. A g"
Faasos,"306, 1A Cross, Opposite SKF Bearing Factory, Bommasandra, Hosur Road, Bangalore",Hosur Road,"North Indian, Biryani, Fast Food",4.0,138,500.0,medium,Yes,No,Delivery,False,False,False,True,False,"[('Rated 4.0', 'RATED\n  Ordered American Smokey Sausage Wrap, Chicken Mayo Wrap and Choco Lava\n\nAmerican Smokey is the best wrap they have. The size was huge and the number of meat pieces also more. Can easily fill anyone.\nSausage quality an taste was too good.\n\nChicken Mayo was not so great. It was bland in taste.'), ('Rated 4.0', ""RATED\n  The packaging was neat and fresh. The food arrived on time\n\nI have had ordered cheese melt paneer wrap and paneer tikka wrap.\n\nThe cheese melt paneer wrap - Well, who doesn't love cheese?The wrap has fillings of olives, jalapenos, corn, veggies, "
King,"34/2, Keerthana Apartment, Behind XIME College, Phase 2, Electronic City, Bangalore",Electronic City,"North Indian, Chinese",3.7,570,300.0,low,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 3.0', ""RATED\n  I only order delivery from here as they have price effective food options. I've tried Egg chicken fried rice which was decent and Mughlai chicken curry....OK but too much oily.\n\nOverall, an OK but price effective option in EC.""), ('Rated 2.0', ""RATED\n  Food was decent enough, everytime I had ordered from Zomato.\n\nBut recently they increased the price abruptly\n\nNon Veg Meal of ?120 was increased by 40+% and it's now ?170\nSimilar abruptly prices were hiked and so the low rating.""), ('Rated 3.0', ""RATED\n  Order many times from this place.\nMostly veg .\n\nMy fav "
Behrouz Biryani,"2nd Cross Road, Electronic City, Bangalore",Electronic City,Biryani,4.1,349,650.0,medium,Yes,No,Delivery,False,False,False,True,False,"[('Rated 5.0', 'RATED\n  Had recently ordered from this place while on a short trip to Bengaluru and loved it entirely!\nVery prompt in delivering hot and hygeinically cooked food to your doorstep.\n\nI would recommend their Hyderabadi chicken biryani which was not too spicy, exactly like how I love it. Chicken was soft and rice was perfectly cooked. It came with raita and gulab jamun!\nFalafel e koftas were also superb.'), ('Rated 3.0', 'RATED\n  Ordered boneless chicken biriyani. Packing was little different. Taste was little different pretty average one.Dont know why it is over rated. Its t"
Subway,"BTW Food court, opp to Velanakani Gate 4, 43, Velankani Drive, Phase 1, Electronic City, Bangalore",Electronic City,"Salad, Fast Food",3.9,145,600.0,medium,Yes,No,Quick Bites,False,False,True,False,True,"[('Rated 3.0', 'RATED\n  Although I am not a fan of Subway, this outlet had been my go-to-place when I was staying at the Employee Care Centre of Infosys. Their service is good and they sell Subs at a subsidised rate but still their food quality and quantity is nothing great!\n\nCheers to food! Cheers to life!\n\nPocket pinch: 450 for two'), ('Rated 4.0', 'RATED\n  I have tried chicken tikka sub, veggie delight and chicken salami sub from here. They were good. I love loading my subs with veggies and sauces. The chicken tikka sub was nicely made, chicken pieces were fresh and had good taste.'),"
New Udupi Palace,"62/3, Konappa Agrahara, Hosur Main Road, Electronic City, Bangalore",Electronic City,"South Indian, North Indian, Chinese, Street Food",3.8,70,350.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 4.0', ""RATED\n  Ordered south meal from here. It's good in taste. It contains plain rice , 3 puris, one dry side dish, sambur,one gravy dish, payasam, papad and curd rice. Packing was nice and timely deliverd."")]"
Hyderabadi Spice,"Chandra Reddy Building, Near Tech Mahindra, Electronic City, Bangalore",Electronic City,"Hyderabadi, Andhra, Chinese, Biryani",4.0,593,400.0,medium,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 3.0', 'RATED\n  we have heard about it so much so had to try this place, the chicken in starters were kinda dry from inside, very small place with a small menu but the service is quite good.\nand they accept google pay as well, along with paytm ,phonepe and other payment modes.'), ('Rated 3.0', 'RATED\n  We ordered special Hyderabadi chciken biriyani with Gunter chciken and hydrabadi chciken and paneer 65. Overall taste was good, biriyani was superb and packing could be much better. Do try it guys.'), ('Rated 3.0', ""RATED\n  I ordered chicken manchurian and butter chicken for dinner. "
KFC,"56, Survey No. 66, Opposite Wipro Gate 5, Phase 1, Electronic City, Bangalore",Electronic City,"Burger, Fast Food",3.9,682,450.0,medium,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 3.0', ""RATED\n  This is a decent outlet. The hygiene is good and the customer service is top notch. As it is a place known for chicken, the vegetarian options are limited but whatever is available isn't bad. I usually for the Veg Zinger burger. The patty was hot and the burger always comes at a great price.\nThe vegetarian kitchen counter is different from the other counters. That's certainly a plus for those who are vary of cross-contamination.""), ('Rated 5.0', 'RATED\n  Chicken at its best. Absolute favorite. Tried a new one this time. Ordered minglers bucket. Loved it. The very fir"
Pallavi Restaurant,"BMTC Bus Depot, 1st Floor, Hosur Main Road, Electronic City, Bangalore",Electronic City,"Biryani, Chinese, Andhra",3.8,490,500.0,medium,Yes,Yes,Casual Dining,False,True,True,True,True,"[('Rated 1.0', 'RATED\n  I ordered chilli chicken. Full of oil with piece boiled chicken with tooo spicy..i hv never expected this from pallavi restaurant. Very bad food..'), ('Rated 4.0', 'RATED\n  special briyani is good'), ('Rated 3.0', 'RATED\n  quality was less'), ('Rated 5.0', 'RATED\n  I had ordered chicken Hyderabadi , naan and prawn biryani. It was really good. The naan was one of the best I have had till date. Chicken Hyderabadi was equally good. Prawns biryani had a very good amount of prawns but I wish it could have been more spicy as I love spicy food. Otherwise no issues.. keep i"
Foodies Family Restaurant,"22/3, HG PLAZA Building, Konapanna Agrahara, Electronic City, Bangalore",Electronic City,"North Indian, Chinese",3.4,6,300.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 2.0', 'RATED\n  As I have ordered several time from this place but now days the quality n quantity both has reduced, I recomand you guys to improve it. Tha k you'), ('Rated 5.0', 'RATED\n  Tasty food with reasonable price. Good ambience and nice staff.parking also available.. it is newely opens and looks nice now.will take minimum time to delivery. Co operative staff'), ('Rated 5.0', 'RATED\n  Quality food ,shavarma is very testy and delicious...I will never forget taste of this shavrama ....with highly recommend.....totally food was awesome')]"
